Alpha,T1-25.0 ft/s-LLT, , 
            2,    -0.3400333, , 
         2.05,    -0.3424232, , 
          2.1,    -0.3448131, , 
         2.15,    -0.3472085, , 
          2.2,    -0.3496018, , 
         2.25,    -0.3519967, , 
          2.3,    -0.3543954, , 
         2.35,    -0.3567964, , 
          2.4,    -0.3591989, , 
         2.45,    -0.3616036, , 
          2.5,    -0.3640078, , 
         2.55,    -0.3663996, , 
          2.6,    -0.3687949, , 
         2.65,    -0.3711944, , 
          2.7,    -0.3735933, , 
         2.75,    -0.3759921, , 
          2.8,    -0.3783909, , 
         2.85,    -0.3807939, , 
          2.9,    -0.3831927, , 
         2.95,     -0.385595, , 
            3,    -0.3879978, , 
         3.05,     -0.390398, , 
          3.1,    -0.3928012, , 
         3.15,    -0.3951994, , 
          3.2,    -0.3975946, , 
         3.25,     -0.399992, , 
          3.3,    -0.4023908, , 
         3.35,    -0.4047963, , 
          3.4,    -0.4071994, , 
         3.45,    -0.4096039, , 
          3.5,    -0.4120105, , 
         3.55,    -0.4144085, , 
          3.6,    -0.4168133, , 
         3.65,    -0.4192213, , 
          3.7,    -0.4216302, , 
         3.75,    -0.4240345, , 
          3.8,    -0.4264348, , 
         3.85,    -0.4288376, , 
          3.9,    -0.4312415, , 
         3.95,    -0.4336395, , 
            4,    -0.4360453, , 
         4.05,    -0.4384505, , 
          4.1,     -0.440861, , 
         4.15,    -0.4432727, , 
          4.2,    -0.4456791, , 
         4.25,    -0.4480894, , 
          4.3,     -0.450498, , 
         4.35,    -0.4529107, , 
          4.4,    -0.4553119, , 
         4.45,    -0.4577178, , 
          4.5,    -0.4601245, , 
         4.55,    -0.4625334, , 
          4.6,    -0.4649439, , 
         4.65,    -0.4673523, , 
          4.7,    -0.4697588, , 
         4.75,    -0.4721735, , 
          4.8,    -0.4745896, , 
         4.85,    -0.4770042, , 
          4.9,    -0.4794204, , 

